1-350,,Original works,,,,,
1,,Opera,,,,,
1,O1,Don Sanche (Le château de l'amour),vv ch orch,,1824–25,Stage,"opera in 1 act; libretto by Théaulon and de Rancé, after a story by Jean-Pierre Claris de Florian; first perf. 1825-10-17 in Paris; unpublished"
171a/4,A111a/4,(Quasi adagio; cantabile con devozione),pf,D? major,1844–48,"Piano, original",1st version of S.172/4
171a/5,A111a/5,(Andantino),pf,E major,1844–48,"Piano, original",1st version of S.172/5
171a/6,A111a/6,(Allegretto),pf,E major,1844–48,"Piano, original",1st version of S.172/6
171b,—,Album Leaf (Consolation No.1),pf,,1849–50,"Piano, original",originally intended for S.172
171c,—,Prière d'un enfant á son réveil,pf,,1840,"Piano, original","1st version of S.172a/7, S.173/6; theme used in S.19/1"
171d,—,Préludes et Harmonies poétiques et religieuses (8):,pf,,1845–47,"Piano, original",
171d/1,—,[untitled],pf,E? major,1845–47,"Piano, original",1st version of S.172a/11 and S.173/3
171d/2,—,Languer,pf,C minor,1845–47,"Piano, original",
171d/3,—,[untitled],pf,E major,1845–47,"Piano, original",
171d/4,—,Dernière illusion,pf,D? major,1845–47,"Piano, original",incomplete; 1st version of S.170
171d/5,—,[untitled],pf,G? major,1845–47,"Piano, original",
171d/6,—,Attente,pf,A major,1845–47,"Piano, original",incomplete
171d/7,—,Alternative,pf,E major,1845–47,"Piano, original",
171d/8,—,M.K.,pf,D? major,1845–47,"Piano, original",incomplete
171e,A61/4,Litanies de Marie,pf,E major,1846–47,"Piano, original",formerly S.695a; 1st version of S.172a/4
172,A111b,Consolations (Pensées poétiques) (6):,pf,,1849–50,"Piano, original",2nd version of S.171a
172/1,A111b/1,(Andante con moto),pf,E major,1849–50,"Piano, original",2nd version of S.171a/1; arr. for vc pf by Liszt and Jules Deswert as S.382a/1
172/2,A111b/2,(Un poco più mosso),pf,E major,1849–50,"Piano, original",2nd version of S.171a/2
172/3,A111b/3,(Lento placido),pf,D? major,1849–50,"Piano, original",2nd version of S.171a/3; arr. for org/harm as S.672d/1
172/4,A111b/4,(Quasi Adagio),pf,D? major,1849–50,"Piano, original",2nd version of S.171a/4; arr. for org/harm by Liszt and Alexander Wilhelm Gottschalg as S.672d/2; ; arr. for vc pf/org/harm by Liszt and Deswert as S.382a/2
172/5,A111b/5,(Andantino),pf,E major,1849–50,"Piano, original",2nd version of S.171a/5; arr. for org/harm by Liszt and Gottschalg as S.672d/3
172/6,A111b/6,(Allegretto sempre cantabile),pf,E major,1849–50,"Piano, original",2nd version of S.171a/6; arr. for org/harm as S.672d/4
172a,A61,Harmonies poétiques et religieuses II (10):,pf,,1840–47,"Piano, original",1st version of S.173
172a/1,A61/1,Elevez-vous voix,pf,E major,1840–47,"Piano, original","1st version of S.172c, S.173/1"
172a/2,A61/2,Hymne de la nuit,pf,E major,1840–47,"Piano, original",1st version of S.173a/1
172a/3,A61/3,Hymne du matin,pf,B major,1840–47,"Piano, original",1st version of S.173a/2
172a/4,A61/4,Litanies de Marie,pf,E major,1840–47,"Piano, original",2nd version of S.171e
172a/5,A61/5,Miserere,pf,E minor,1840–47,"Piano, original",1st version of S.173/8
172a/6,A61/6,Pater noster (d'apres la Psalmodie de l'Eglise),pf,C major,1840–47,"Piano, original",1st version of S.173/5; adapted for mch as S.21
172a/7,A61/7,Hymne de l'enfant a son reveil,pf,A? major,1840–47,"Piano, original","2nd version of S.171c, S.173/6"
172a/8,A61/8,Prose des morts (De profundis),pf,,1840–47,"Piano, original","2nd version of S.154, S.173/4"
172a/9,A61/9,La lampe du temple,pf,G minor,1840–47,"Piano, original",1st version of S.173/9
172a/10,A61/10,[Hymn],pf,E? major,1840–47,"Piano, original",
172a/11,A61/11,Benediction (Prelude),pf,E? major,1840–47,"Piano, original",2nd version of S.171d/1 and S.173/3
172a/12,A61/12,Ave Maria,pf,,1840–47,"Piano, original",1st version of S.173/2; now lost
172b,A142,Stabat Mater,pf,,1847,"Piano, original",formerly S.579/3
172c,A61/1,Invocation,pf,E major,1847,"Piano, original","2nd version of S.172a/1, S.173/1"
173a/1,A61/2,Hymne de la nuit,pf,E major,1847,"Piano, original",2nd version of S.172a/2
173a/2,A61/3,Hymne du matin,pf,B major,1847,"Piano, original",2nd version of S.172a/3
173,A158,Harmonies poétiques et religieuses III (10):,pf,,1848–53,"Piano, original",2nd version of S.172a
173/1,A158/1,Invocation,pf,E major,1848–51,"Piano, original","3rd version of S.172a/1, S.172c"
173/2,A158/2,Ave Maria,pf,B? major,1842,"Piano, original",2nd version of S.172/12
173/3,A158/3,Bénédiction de Dieu dans la solitude,pf,F? major,1851,"Piano, original",3rd version of S.171d/1 and S.172a/11
173/4,A158/4,Pensée des morts,pf,,1851,"Piano, original","3rd version of S.154, S.172a/8"
173/5,A158/5,Pater noster,pf,C major,1847,"Piano, original",2nd version of S.172a/6
173/6,A158/6,Hymne de l'enfant á son réveil,pf,A? major,1847,"Piano, original","2nd version of S.171c, S.172a/7"
173/7,A158/7,Funérailles,pf,F minor,1849,"Piano, original",2nd version of S.226a
173/8,A158/8,Miserere d'après Palestrina,pf,E minor,1851,"Piano, original",2nd version of S.172a/6
173/9,A158/9,Andante lagrimoso,pf,G? minor,1851,"Piano, original",2nd version of S.172a/9
173/10,A158/10,Cantique d'amour,pf,E major,1847,"Piano, original",
174,A186,Berceuse,pf,D? major,"1854, 1862","Piano, original",2 versions
175,A219,Légendes (2):,pf,,1863,"Piano, original",
175/1,A219/1,St François d'Assise: la prédication aux oiseaux,pf,A major,1862–63,"Piano, original",version for orch as S.113a/1
175/2,A219/2,St François de Paule: marchant sur les flots,pf,E major,1862–63,"Piano, original",simplified version as S.175/2bis; version for orch as S.113a/2; for 2ten 2bass mch org/harm (+3 tbn timp)  as S.28
175/2bis,A219/2,"St François de Paule, marchant sur les flots",pf,E major?,1863,"Piano, original",simplified version of S.175/2
175a,A167,Grand Solo de concert,pf,E minor?,1849,"Piano, original",rev. as S.176
176,A167,Grosses Konzertsolo,pf,E minor,1849–50,"Piano, original","based on S.175a; rev. for 2pf as S.258, for pf orch as S.365"
176a,—,Wilde Jagd - Scherzo,pf,D minor/B?major,1851,"Piano, original",1st version of S.177
177,A174,Scherzo und Marsch,pf,D minor and B? major,1851,"Piano, original",2nd version of S.176a
178,A179,Piano Sonata,pf,B minor,1852–53,"Piano, original",
179,A198,"Weinen, Klagen, Sorgen, Zagen",pf,F minor,1859,"Piano, original","prelude based on a theme from the Weinen, Klagen, Sorgen, Zagen, BWV.12 by Johann Sebastian Bach; not related to S.180"
180,A214,Variationen über das Motiv von Bach,pf,F minor,1862,"Piano, original","prelude based on themes from the Weinen, Klagen, Sorgen, Zagen, BWV.12 by Johann Sebastian Bach; not related to S.179; arr. for org as S.673"
181,A290,Sarabande und Chaconne aus dem Singspiel Almira,pf,G minor,1879,"Piano, original",after extracts from the Singspiel Almira by George Frideric Handel
182,A215,Ave Maria (Die Glocken von Rom),pf,E major,1862,"Piano, original",also known as Ave Maria für die große Klavierschule von Lebert und Stark
182a,—,Magnificat,pf,F major,1862,"Piano, original",unpublished; 1st version of S.183/1
183/1,A216/1,Alleluja,pf,F major,1862,"Piano, original",2nd version of S.182a
183/2,A216/2,Ave Maria d'Arcadelt,pf,F major,1862,"Piano, original",based on Dietsch's adaptation of a madrigal by Arcadelt
184,A229,Urbi et Orbi (Bénédiction papale),pf,C? minor,1864,"Piano, original",
185,A226,Vexilla regis prodeunt (Kreuzes Hymne),pf,,1864,"Piano, original",arr. for orch as S.355
185a,A267,Weihnachtsbaum,pf,,1873–74,"Piano, original","1st version (""Paris manuscripts"") of S.186; arr. for pf4h as S.612a"
185a/1,A267/1,Psallite (Altes Weihnacthen),pf,F major,1873–74,"Piano, original",1st version of S.186/1; arr. for pf4h as S.612a/1
185a/2,A267/2,O heilige Nacht!,pf,D minor,1873–74,"Piano, original",1st version of S.186/2; arr. for pf4h as S.612a/2
185a/3,A267/3,"Die Hirten an der Krippe (""In dulci jubilo"")",pf,D? major,1873–74,"Piano, original",1st version of S.186/3; arr. for pf4h as S.612a/3
185a/4,A267/4,Adeste fideles (gleichsam als Marsch der heiligen drei Konige),pf,A major,1873–74,"Piano, original",1st version of S.186/4; arr. for pf4h as S.612a/4
185a/5,A267/5,Scherzoso,pf,F major,1873–74,"Piano, original",1st version of S.186/5; arr. for pf4h as S.612a/5
185a/6,A267/6,Reveille-Matin (Wecker),pf,,1873–74,"Piano, original",1st version of S.186/6; arr. for pf4h as S.612a/6
185a/7,A267/7,Schlummerlied,pf,F? major,1873–74,"Piano, original","1st version of S.186/7, S.186/7a; arr. for pf4h as S.612a/7"
185a/8,A267/8,(Alt-provenzalisches Noel),pf,B minor,1873–74,"Piano, original",1st version of S.186/8; arr. for pf4h as S.612a/8
185a/9,A267/9,(Abendglocken),pf,,1873–74,"Piano, original",1st version of S.186/9; arr. for pf4h as S.612a/9
185a/10,A267/10,(Ehemals),pf,F minor,1873–74,"Piano, original",1st version of S.186/10; arr. for pf4h as S.612a/10
185a/11,A267/11,Ungarisch,pf,F minor,1873–74,"Piano, original",1st version of S.186/11; arr. for pf4h as S.612a/11
185a/12,A267/12,Polnisch,pf,B? minor,1873–74,"Piano, original",1st version of S.186/12; arr. for pf4h as S.612a/12
186,A267,Weihnachtsbaum,pf,,1874–76,"Piano, original",2nd version of S.185a; arr. for pf4h as S.613
186/1,A267/1,Altes Weihnacthslied (Psalite),pf,F major,1874–76,"Piano, original",2nd version of S.185a/1; arr. for pf4h as S.613/1
186/2,A267/2,O heilige Nacht!,pf,D minor,1874–76,"Piano, original",2nd version of S.185a/2; arr. for pf4h as S.613/2; rev. for ten fch org/harm as S.49
186/3,A267/3,"Die Hirten an der Krippe (""In dulce jubilo"")",pf,D? major,1874–76,"Piano, original",2nd version of S.185a/3; arr. for pf4h as S.613/3
186/4,A267/4,Adeste fideles (Gleichsam als Marsch der heiligen drei Könige),pf,A major,1874–76,"Piano, original",2nd version of S.185a/4; arr. for pf4h as S.613/4
186/5,A267/5,Scherzoso (Man zündet die Kerzen des Baumes an),pf,F major,1874–76,"Piano, original",2nd version of S.185a/5; arr. for pf4h as S.613/5
186/6,A267/6,Carillon,pf,,1874–76,"Piano, original",2nd version of S.185a/6; arr. for pf4h as S.613/6
186/7,A267/7,Schlummerlied,pf,F? major,1874–76,"Piano, original","2nd version of S.185a/7, S.186/7a; arr. for pf4h as S.613/7"
186/7a,A267/7,Schlummerlied,pf,F? major?,1882,"Piano, original","3rd version of S.185a/7, S.186/7; version for Lachmund"
186/8,A267/8,Altes provenzalisches Weihnachtslied,pf,B minor,1874–76,"Piano, original",2nd version of S.185a/8; arr. for pf4h as S.613/8
186/9,A267/9,Abendglocken,pf,,1874–76,"Piano, original",2nd version of S.185a/9; arr. for pf4h as S.613/9
186/10,A267/10,Ehemals,pf,F minor,1874–76,"Piano, original",2nd version of S.185a/10; arr. for pf4h as S.613/ 10
186/11,A267/11,Ungarisch,pf,F minor,1874–76,"Piano, original",2nd version of S.185a/11; arr. for pf4h as S.613/11
186/12,A267/12,Polnisch,pf,B? minor,1874–76,"Piano, original",2nd version of S.185a/12; arr. for pf4h as S.613/12
187,A278,Sancta Dorothea,pf,E major,1877,"Piano, original",
187a,E28,Resignazione,pf/org,E major,1877,"Piano, original",1st version of S.187b
187b,E28,Resignazione,pf/org,E major,1881,"Piano, original",2nd version of S.187a
188,A300,In festo transfigurationis Domini nostri Jesu Christi,pf,C major,1880,"Piano, original",
189,A234,Klavierstück No.1,pf,A? major,1866,"Piano, original",
189a,A116,Klavierstück No.2,pf,A? major,1845,"Piano, original",1st version of S.189b
189b,A116,Klavierstück No.2,pf,D? major,1845 or later,"Piano, original",2nd version of S.189a; themes re-used in S.170 and S.171d/4
190,A241,La marquise de Blocqueville (Un portrait en musique),pf,,1869,"Piano, original","1st movement is by Henri Herz, the second movement is by Francis Planté, and the third is by Liszt, and is based upon the two previous movements."
191,A256,Impromptu,pf,F? major,1872,"Piano, original",
192,A233,Klavierstücke (5),pf,,1865–79,"Piano, original",
192/1,A233/1,Sehr langsam,pf,E major,1865,"Piano, original",
192/2,A233/2,Lento assai,pf,A? major,1865,"Piano, original",
192/3,A233/3,Sehr langsam,pf,F? major,1873,"Piano, original",
192/4,A233/4,Andantino,pf,F? major,1876,"Piano, original",
192/5,A233/5,Sospiri! (Andante),pf,,1879,"Piano, original",
193,—,Klavierstück,pf,F? major,1854,"Piano, original",
194,A249,Mosonyis Grabgeleit (Mosonyi gyázmenete),pf,,1870,"Piano, original",re-used as S.205/7; arr. for 2pf as S.756(?)
195,A279,Dem Andenken Petöfis,pf,,1877,"Piano, original",based on S.349 ; arr. for pf4h as S.614; same as S.205/6
195a,A266,Schlummerlied im Grabe,pf,,1874,"Piano, original",rev. as S.196
196,A266,Elegy No.1,pf,,1874,"Piano, original",based on S.195a; arr. for pf4h as S.612; for hp vc pf harm as S.130a; for vc pf as S.130b; for vn pf (+ harm) as S.130c
196a,A277,Entwurf der Ramann-Elegie,pf,,1877,"Piano, original",1st version of S.197
197,A277,Elegy No.2,pf,,1877,"Piano, original","2nd version of S.197a; arr. for vc pf as S.131, and for vn pf as S.131bis"
197a,A295,Toccata,pf,C major,1879?,"Piano, original",
197b,A272,Kaiser Wilhelm!,pf,,1876,"Piano, original",
198,A303,Wiegenlied (Chant du berceau),pf,,1881,"Piano, original",
199,A305,Trübe Wolken (Nuages gris),pf,,1881,"Piano, original",
199a,A319,Die Trauer-Gondel (La lugubre gondola),pf,,1882,"Piano, original","1st version of S.200/1, S.200/2; incomplete sketch as S.701k"
200/1,A319a,La lugubre gondola (Die Trauer-Gondel),pf,,1882–83,"Piano, original","2nd version of S.199a, S.200/2; arr. for vn pf as S.134bis"
200/2,A319b,La lugubre gondola (Die Trauer-Gondel),pf,,1885,"Piano, original","3rd version of S.199a, S.200/1; arr. for vc pf as S.134"
201,A320,R.W. - Venezia,pf,,1883,"Piano, original",
202,A321,Am Grabe Richard Wagners,pf,,1883,"Piano, original",arr. of S.135
203,A322,Schlaflos! Frage und Antwort,pf,,1883,"Piano, original",
204,A280,Receuillement,pf,,1877,"Piano, original",
205,A335,Historische ungarische Bildnisse,pf,,1885,"Piano, original",1st version of S.205a
205/1,A335/1,Stephan Széchenyi,pf,,1885,"Piano, original",same as S.205a/1
205/2,A335/4,Joseph Eötvös,pf,,1885,"Piano, original",same as S.205a/4
205/3,A335/5,Michael Vörösmarty,pf,,1885,"Piano, original",same as S.205a/5
205/4,A335/3,Ladislaus Teleki,pf,,1885,"Piano, original",same as S.205a/3
205/5,A335/2,Franz Deák,pf,,1885,"Piano, original",same as S.205a/2
205/6,A335/6,Alexander Petofi,pf,,1885,"Piano, original","same as S.195, S.205a/6"
205/7,A335/7,Michael Mosonyi,pf,,1885,"Piano, original",same as S.194; 1st version of S.205a/7
205a,A335,Historische ungarische Bildnisse,pf,,1885,"Piano, original",2nd version of S.205
205a/1,A335/1,Széchenyi István,pf,,1885,"Piano, original",same as S.205/1
205a/2,A335/2,Deák Ferenc,pf,,1885,"Piano, original",same as S.205/5
205a/3,A335/3,Teleki László,pf,,1885,"Piano, original",same as S.205/4
205a/4,A335/4,Eötvös József,pf,,1885,"Piano, original",same as S.205/2
205a/5,A335/5,Vörösmarty Mihály,pf,,1885,"Piano, original",same as S.205/3
205a/6,A335/6,Petofi Sándor,pf,,1885,"Piano, original","same as S.195, S.205/6"
205a/7,A335/7,Mosonyi Mihály,pf,,1885,"Piano, original",2nd version of S.205a/7
206,A334,Trauervorspiel und Trauermarsch,pf,,1885,"Piano, original",
206/1,A334/1,Preludio funebre,pf,,1885,"Piano, original",
206/2,A334/2,Marcia funebre,pf,,1885,"Piano, original",based on a theme from Funeral Music for István Széchenyi by Mihály Mosonyi
207,A336,En rêve (Nocturne),pf,,1885,"Piano, original",
207a,A296,Prélude á la Polka d'Alexandre Porfiryevitch Borodine (Variation sur le thème favori et obligé),pf,,1880,"Piano, original","formerly listed as S.256; based on the ""Chopsticks"" polka by Alexander Borodinfrom the album Paraphrases"
208,A312,Unstern (Sinistre),pf,,1881,"Piano, original",
208a-233b,,Works in dance form,,,,,
208a,A2/2,Waltzes (2):,pf,A major,1823?,"Piano, dance form",arr. of S.126b/2
209,A32a,Grande valse di bravura (Le bal de Berne),pf,,1836,"Piano, dance form",themes re-used in S.209a; 1st version of S.214/1; arr. for pf4h as S.615
209a,—,Waltz,pf,E? major,1840,"Piano, dance form",uses themes from S.209
210,A57a,Valse mélancolique,pf,E major,1839,"Piano, dance form","2nd version of S.210a, S.214/2"
210a,A57a,Valse mélancolique,pf,E major,1840?,"Piano, dance form","1st version of S.210, S.214/2"
210b,A28,Waltz,pf,A major,1835?,"Piano, dance form",
211,A95,Ländler,pf,A? major,1843,"Piano, dance form",
211a,A289/1,Ländler,pf,D major,1879,"Piano, dance form",formerly S.734
212,A84,Petite valse favorite (Souvenir de St Pétersbourg),pf,,1842,"Piano, dance form","1st version of S.212a, S.213, and S.213bis"
212a,A84a,Petite valse favorite (Souvenir de St Pétersbourg),pf,,1843,"Piano, dance form","2nd version of S.212, S.213, and S.213bis; formerly S.222"
212b,A82,Valse de Marie (Mariotte),pf,,1842,"Piano, dance form",
213,A84c,Valse-Impromptu,pf,,1850–52,"Piano, dance form","3rd version of S.212, S.212a, and S.213bis"
213bis,A84c,Valse-Impromptu,pf,,1870s?,"Piano, dance form","4th version (edition facilitée) of S.212, S.212a, and S.213"
214,—,Caprices-Valses (3):,pf,,1850–52,"Piano, dance form",
214/1,A32b,Valse de bravoure,pf,B? major,1850–52,"Piano, dance form",2nd version of S.209
214/2,A57b,Valse mélancolique,pf,E major,1850,"Piano, dance form","3rd version of S.210, S.210a"
214/3,A88b,"Valse de concert sur deux motifs de ""Lucia"" et ""Parisina"" de Donizetti",pf,A major,1850–52,"Piano, dance form",2nd version of S.401; using themes from Parisina and Lucia di Lammermoor by Gaetano Donizetti
214a,A271,Carrousel de Madame Pelet-Narbonne,pf,,1879?,"Piano, dance form",
215,A311,Valses oubliées (4):,pf,,1881–84,"Piano, dance form",
215/1,A311/1,Valse oubliée No.1,pf,,1881,"Piano, dance form",
215/2,A311/2,Valse oubliée No.2,pf,,1883,"Piano, dance form",
215/3,A311/3,Valse oubliée No.3,pf,,1883,"Piano, dance form",1st version of S.215/3a
215/3a,A311/3,Valse oubliée No.3,pf,,1883?,"Piano, dance form",2nd version of S.215/3
215/4,A311/4,Valse oubliée No.4,pf,,1884,"Piano, dance form",
215a,A325,Mephisto Waltz No.3,pf,,1883,"Piano, dance form",1st version of S.216
216,A325,Mephisto Waltz No.3,pf,,1883,"Piano, dance form",2nd version of S.215a; arr. for pf4h as S.615a
216a,A338,Bagatelle sans tonalité,pf,,1885,"Piano, dance form",
216b,A337,Mephisto Waltz No.4,pf,,1885,"Piano, dance form",1st version of S.696
217,A317,Mephisto Polka,pf,,1882–83,"Piano, dance form",exists in two versions
218,A119,Galop,pf,A minor,1846,"Piano, dance form",
219,A43,Grand galop chromatique,pf,E? major,1838,"Piano, dance form",1st version of S.219bis; arr. for pf4h as S.616
219bis,A43,Grand galop chromatique,pf,E major,1840?,"Piano, dance form",2nd (simplified) version of S.219 (sometimes wrongly attributed to Johann Strauss II)
220,A64,Galop de bal,pf,,1840,"Piano, dance form",
221,A168,Mazurka brillante,pf,,1850,"Piano, dance form",
221a#,A221,Mazurka,pf,F minor,,"Piano, dance form",now believed to be spurious
222#,—,Petite valse favorite,pf,,,"Piano, dance form",renumbered as S.212
223,A171,Polonaises (2):,pf,,1850–51,"Piano, dance form",
223/1,A171/1,Polonaise mélancolique,pf,C minor,1850–51,"Piano, dance form",
223/2,A171/2,Polonaise,pf,E major,1850–51,"Piano, dance form",
224,A313,Csárdás macabre,pf,,1881–82,"Piano, dance form",arr. for pf4h as S.617
225,A333,Csárdás (2):,pf,,1884,"Piano, dance form",
225/1,A333/1,Csárdás,pf,,1884,"Piano, dance form",
225/2,A333/2,Csárdás obstinée (Hartnäckiger Csardas),pf,,1884,"Piano, dance form",possibly arr. for pf4h as S.618
226,A188,Festvorspiel (Preludio pomposo),pf,,1856,"Piano, dance form",arr. for orch as S.356
226a,A10,Marche funèbre,pf,G minor,1827,"Piano, dance form",formerly S.745
227,A164a,Festmarsch zur Säcularfeier von Goethes Geburtstag,pf,E? major,1849,"Piano, dance form","uses themes from S.167o; 1st version of S.227, S.115, S.606, S.521"
227a,A182,Festmarsch,pf,C major,1853,"Piano, dance form",1st version of S.228; arr. for orch by Liszt and Joachim Raff as S.357/1
228,A182,Huldigungsmarsch,pf,C major,1857,"Piano, dance form",2nd version of S.227a; arr. for orch as S.357/2
229,A184,Vom Fels zum Meer! (Deutscher Siegesmarsch),pf,E? major,1853–56,"Piano, dance form",arr. for pf4h as S.618a; for orch as S.368
229a,—,Ungarischer Marsch,pf,B? major,1859,"Piano, dance form",unpublished
230,A326,Bülow-Marsch,pf,,1883,"Piano, dance form",arr. for pf4h as S.619; for 2pf (8 hands) as S.657b
230a,A274,Festpolonaise,pf,,1876,"Piano, dance form",formerly S.528; arr. for pf4h as S.619a
231,A65,Heroischer Marsch in ungarischem Stil (Marche héroïque dans le genre hongrois),pf,A minor,1840,"Piano, dance form",partly based on S.103
232,A112/1,Seconde marche hongroise (Ungarischer Sturmmarsch),pf,,1842,"Piano, dance form",1st version of S.119
233,A252,Ungarischer Geschwindmarsch (Magyar Gyors induló),pf,,1870–71,"Piano, dance form",possibly 1st version of S.460
233a,A332,Siegesmarsch (Marche triomphale),pf,E? major,1884,"Piano, dance form",
233b,A105,Marche hongroise,pf,E? minor,1844,"Piano, dance form",
233c-254,,Works on national themes,,,,,
,,Austrian,,,,,
233c#,—,Tyrolean Melody,pf,,,"Piano, national theme",see S.385a
234,A67,Hussitenlied (Aus dem 15. Jahrhundert),pf,,1840,"Piano, national theme",based on the song T?šme se blahou nad?j? by Josef Theodor Krov; arr. for pf4h as S.620
,,English,,,,,
235,A76,God Save the Queen (Paraphrase de concert),pf,,1841–49,"Piano, national theme",based on the British national anthem; rev. as S.694
,,French,,,,,
236/1,A106,Faribolo Pasteur (Chanson tirée du poème de Françonetto de Jacques Jasmin),pf,,1844,"Piano, national theme",
236/2,A107,Chanson du Béarn (Pastorale),pf,,1844,"Piano, national theme","based on a song by René de Galard de Béarn, Marquis de Brassac"
237,A236,La Marseillaise (Chant de guerre par Claude-Joseph Rouget de Lisle),pf,,1866–72,"Piano, national theme",after the French national anthem La Marseillaise by Claude Joseph Rouget de Lisle
238,A169,La cloche sonne,pf,C minor,1850?,"Piano, national theme",based on an old French song
239,A262,Vive Henri IV,pf,,1879–80,"Piano, national theme",based on the French anthem Marche de Henri IV
,,German,,,,,
240,A96,Gaudeamus igitur (Chanson des étudiants),pf,,1843,"Piano, national theme",exists in two versions; based on a traditional student song
,,Hungarian,,,,,
241,A11,Zum Andenken (Ungarische Werbungstänze) (2):,pf,,1828,"Piano, national theme",Hungarian recruiting songs
241/1,A11/1,Kiniszi notája,pf,,1828,"Piano, national theme",based on a dance by László Fáy
241/2,A11/2,Lassú magyar,pf,,1828,"Piano, national theme",based on a dance by János Bihari
241a,A180,Ungarischer Romanzero (Hungarian Romances) (18):,pf,,1853,"Piano, national theme","based on popular Hungarian themes, by Liszt and Eduard Remenyi"
241a/1,A180/1,Ungarischer Romanzero No.1,pf,F minor,1853,"Piano, national theme",composed by Eduard Remenyi
241a/2,A180/2,Ungarischer Romanzero No.2,pf,A minor,1853,"Piano, national theme",
241a/3,A180/3,Ungarischer Romanzero No.3,pf,A minor,1853,"Piano, national theme",
241a/4,A180/4,Ungarischer Romanzero No.4,pf,A minor,1853,"Piano, national theme",composed by Eduard Remenyi
241a/5,A180/5,Ungarischer Romanzero No.5,pf,D minor,1853,"Piano, national theme",
241a/6,A180/6,Ungarischer Romanzero No.6,pf,A major,1853,"Piano, national theme",
241a/7,A180/7,Ungarischer Romanzero No.7,pf,A major,1853,"Piano, national theme",
241a/8,A180/8,Ungarischer Romanzero No.8,pf,D minor,1853,"Piano, national theme",
241a/9,A180/9,Ungarischer Romanzero No.9,pf,A major,1853,"Piano, national theme",
241a/10,A180/10,Ungarischer Romanzero No.10,pf,G minor,1853,"Piano, national theme",
241a/11,A180/11,Ungarischer Romanzero No.11,pf,F major,1853,"Piano, national theme",
241a/12,A180/12,Ungarischer Romanzero No.12,pf,C major,1853,"Piano, national theme",composed by Eduard Remenyi
241a/13,A180/13,Ungarischer Romanzero No.13,pf,F? minor,1853,"Piano, national theme",composed by Eduard Remenyi
241a/14,A180/14,Ungarischer Romanzero No.14,pf,D major,1853,"Piano, national theme",composed by Eduard Remenyi
241a/15,A180/15,Ungarischer Romanzero No.15,pf,D major,1853,"Piano, national theme",composed by Eduard Remenyi
241a/16,A180/16,Ungarischer Romanzero No.16,pf,C major,1853,"Piano, national theme",composed by Eduard Remenyi
241a/17,A180/17,Ungarischer Romanzero No.17,pf,A major,1853,"Piano, national theme",composed by Eduard Remenyi
241a/18,A180/18,Ungarischer Romanzero No.18,pf,A major,1853,"Piano, national theme",composed by Eduard Remenyi
241b,—,Magyar Tempo,pf,,1840,"Piano, national theme",sketches only
242,A60a,Magyar dalok (Ungarische Nationalmelodien),pf,,1839–40,"Piano, national theme","originally published as Hefte I (Nos.1–6), Hefte II (No.7), Hefte III (Nos.8–9), Hefte IV (Nos.10–11)"
242/1,A60a/1,(Lento),pf,C minor,1839–40,"Piano, national theme",
242/2,A60a/2,(Andantino),pf,C major,1839–40,"Piano, national theme",
242/3,A60a/3,(Sehr langsam),pf,D? major,1839–40,"Piano, national theme",
242/4,A60a/4,(Animato),pf,C? major,1839–40,"Piano, national theme","1st version of S.243/2, S.243bis/2; themes re-used in S.244/6"
242/5,A60a/5,(Tempo giusto),pf,D? major,1839–40,"Piano, national theme","1st version of S.243/1, S.243bis/1; themes re-used in S.244/6"
242/6,A60a/6,(Lento),pf,G minor,1839–40,"Piano, national theme","themes re-used in S.242/12, S.244/5"
242/7,A60a/7,"(Andante cantabile, quasi Adagio)",pf,E? major,1839–40,"Piano, national theme",1st version of S.244/4
242/8,A60a/8,(Lento. Tempo marcato),pf,F minor,1839–40,"Piano, national theme",
242/9,A60a/9,(Lento. Quasi Presto),pf,A minor,1839–40,"Piano, national theme",
242/10,A60a/10,(Adagio sostenuto a capriccio. Allegro vivace),pf,D major,1839–40,"Piano, national theme",
242/11,A60a/11,(Andante sostenuto. Allegretto),pf,B? major,1839–40,"Piano, national theme","1st version of S.243/3; uses themes from S.164e; themes re-used in S.244/3, S.244/6"
,A60b,Magyar rapszódiák,pf,,1846–47,"Piano, national theme","originally published as Book V (No.12), Book VI (No.13), Book VII (No.14), Book VIII (No.15), Book IX (No.16), Book X (No. 17)"
242/12,A60b/12,"Mesto [""Héroïde élégiaque""]",pf,E minor,1846–47,"Piano, national theme",partly based on S.242/6. themes re-used in S.244/5
242/13,A60b/13,"(Tempo di Marcia) [""Rakoczi-Marsch""]",pf,A minor,1846–47,"Piano, national theme","based on S.242a; simplified version as S.242/13bis; see also S.244/15, S.244c, S.117"
242/13bis,A60b,"Ungarische National-Melodie [""Rakoczi-Marsch""]",pf,A minor,1846?,"Piano, national theme",simplified version of S.242/13
242/14,A60b/14,(Lento a capriccio),pf,A minor,1846–47,"Piano, national theme",themes re-used in S.244/11
242/15,A60b/15,(Lento. Tempo e stilo zingarese),pf,D minor,1846–47,"Piano, national theme",themes re-used in S.244/7
242/16,A60b/16,(Preludio. Andante deciso),pf,E major,1846–47,"Piano, national theme","themes re-used in S.244/10, S.244/10bis"
242/17,A60b/17,(Andante sostenuto),pf,A minor,1846–47,"Piano, national theme",themes re-used in S.244/13
